Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas1108     Pavarde1108    2     	3     	1     	4     	9     	5     	2     	6     	6     	7     	5     	4     	10    	3     	8     	4     	
Vardas1109     Pavarde1109    4     	10    	8     	4     	7     	1     	2     	9     	8     	3     	5     	6     	5     	1     	1     	6     	
Vardas1110     Pavarde1110    7     	4     	8     	3     	5     	3     	10    	6     	9     	5     	2     	8     	10    	1     	7     	9     	
Vardas1111     Pavarde1111    8     	7     	2     	2     	2     	7     	1     	4     	9     	6     	10    	8     	10    	8     	6     	4     	
Vardas1112     Pavarde1112    2     	9     	5     	9     	6     	6     	3     	1     	10    	8     	1     	2     	7     	4     	5     	4     	
Vardas1113     Pavarde1113    3     	7     	1     	7     	1     	9     	1     	2     	5     	6     	2     	10    	4     	1     	5     	8     	
Vardas1114     Pavarde1114    6     	2     	7     	3     	2     	3     	3     	6     	3     	5     	3     	5     	2     	10    	3     	10    	
Vardas1115     Pavarde1115    1     	3     	10    	10    	6     	3     	10    	1     	4     	3     	2     	2     	4     	7     	4     	10    	
Vardas1116     Pavarde1116    1     	7     	2     	9     	2     	3     	4     	3     	5     	2     	3     	10    	9     	8     	9     	3     	
Vardas1117     Pavarde1117    8     	3     	5     	3     	6     	8     	10    	1     	2     	10    	2     	9     	2     	10    	4     	3     	
Vardas1118     Pavarde1118    1     	4     	5     	5     	9     	2     	2     	10    	5     	7     	10    	4     	1     	5     	4     	8     	
Vardas1119     Pavarde1119    8     	3     	6     	3     	3     	6     	1     	9     	10    	10    	10    	8     	3     	1     	10    	6     	
Vardas1120     Pavarde1120    2     	6     	3     	7     	7     	3     	8     	8     	6     	2     	4     	4     	6     	8     	1     	7     	
Vardas1121     Pavarde1121    4     	9     	5     	1     	4     	8     	5     	9     	3     	5     	1     	9     	5     	4     	2     	2     	
Vardas1122     Pavarde1122    1     	5     	1     	8     	7     	8     	6     	9     	7     	10    	6     	7     	10    	9     	4     	1     	
Vardas1123     Pavarde1123    6     	3     	7     	2     	9     	10    	10    	8     	8     	10    	1     	7     	6     	6     	6     	7     	
Vardas1124     Pavarde1124    9     	5     	2     	7     	3     	5     	8     	6     	2     	3     	1     	5     	9     	2     	4     	4     	
Vardas1125     Pavarde1125    2     	9     	2     	3     	8     	8     	5     	4     	9     	1     	10    	10    	8     	5     	4     	10    	
Vardas1126     Pavarde1126    2     	9     	1     	6     	6     	8     	6     	7     	9     	10    	10    	2     	6     	5     	8     	3     	
Vardas1127     Pavarde1127    10    	2     	9     	1     	10    	10    	5     	5     	10    	4     	10    	3     	9     	5     	5     	5     	
Vardas1128     Pavarde1128    9     	6     	6     	8     	9     	3     	8     	4     	1     	10    	6     	8     	2     	10    	1     	7     	
Vardas1129     Pavarde1129    7     	9     	3     	7     	2     	7     	6     	9     	5     	10    	8     	10    	2     	7     	9     	3     	
Vardas1130     Pavarde1130    4     	7     	6     	5     	2     	4     	4     	3     	7     	10    	7     	6     	4     	4     	4     	4     	
Vardas1131     Pavarde1131    2     	7     	3     	9     	3     	7     	2     	6     	4     	5     	9     	3     	10    	10    	6     	9     	
Vardas1132     Pavarde1132    7     	2     	7     	8     	10    	8     	8     	6     	4     	5     	8     	8     	9     	5     	10    	10    	
Vardas1133     Pavarde1133    9     	6     	10    	2     	8     	9     	1     	6     	4     	10    	2     	8     	6     	10    	2     	9     	
Vardas1134     Pavarde1134    10    	9     	7     	5     	3     	4     	8     	10    	7     	8     	5     	7     	9     	7     	7     	4     	
Vardas1135     Pavarde1135    1     	9     	1     	6     	2     	4     	4     	5     	6     	4     	4     	8     	2     	8     	6     	5     	
Vardas1136     Pavarde1136    10    	6     	5     	4     	7     	2     	10    	6     	3     	3     	3     	6     	2     	9     	9     	2     	
Vardas1137     Pavarde1137    3     	1     	9     	4     	8     	9     	10    	10    	4     	8     	7     	3     	4     	8     	9     	1     	
Vardas1138     Pavarde1138    2     	3     	10    	3     	7     	5     	10    	1     	5     	10    	6     	5     	10    	1     	5     	10    	
Vardas1139     Pavarde1139    9     	2     	7     	5     	7     	9     	6     	1     	4     	10    	6     	5     	8     	7     	1     	3     	
Vardas1140     Pavarde1140    8     	1     	4     	8     	8     	10    	3     	9     	3     	9     	6     	8     	9     	9     	5     	4     	
Vardas1141     Pavarde1141    8     	5     	10    	5     	7     	8     	10    	2     	2     	1     	10    	2     	10    	1     	2     	6     	
Vardas1142     Pavarde1142    8     	5     	3     	8     	9     	5     	4     	9     	9     	9     	4     	10    	7     	3     	3     	2     	
Vardas1143     Pavarde1143    10    	7     	5     	2     	10    	3     	2     	4     	6     	2     	4     	8     	10    	5     	4     	6     	
Vardas1144     Pavarde1144    3     	9     	7     	5     	7     	7     	10    	9     	5     	4     	5     	10    	6     	6     	3     	1     	
Vardas1145     Pavarde1145    8     	1     	4     	3     	10    	4     	8     	7     	8     	4     	10    	9     	10    	4     	3     	2     	
Vardas1146     Pavarde1146    1     	2     	9     	7     	6     	2     	7     	2     	1     	10    	6     	10    	9     	3     	8     	9     	
Vardas1147     Pavarde1147    1     	10    	6     	9     	9     	7     	8     	10    	3     	2     	9     	10    	5     	3     	1     	8     	
Vardas1148     Pavarde1148    5     	10    	8     	9     	1     	5     	6     	9     	2     	9     	6     	2     	9     	8     	6     	2     	
Vardas1149     Pavarde1149    10    	4     	5     	4     	4     	2     	2     	6     	5     	5     	10    	8     	6     	10    	9     	5     	
Vardas1150     Pavarde1150    8     	6     	7     	1     	5     	1     	2     	5     	9     	8     	1     	6     	6     	3     	4     	6     	
Vardas1151     Pavarde1151    3     	1     	1     	10    	3     	2     	9     	9     	6     	5     	10    	6     	5     	6     	9     	3     	
Vardas1152     Pavarde1152    7     	9     	2     	6     	4     	1     	8     	10    	1     	6     	2     	3     	9     	10    	1     	8     	
Vardas1153     Pavarde1153    1     	10    	8     	2     	2     	2     	7     	2     	8     	6     	3     	6     	7     	3     	9     	9     	
Vardas1154     Pavarde1154    6     	8     	8     	7     	4     	8     	4     	5     	9     	6     	1     	4     	4     	8     	3     	10    	
Vardas1155     Pavarde1155    3     	7     	6     	1     	8     	3     	3     	3     	10    	6     	7     	4     	6     	6     	2     	5     	
Vardas1156     Pavarde1156    5     	3     	5     	3     	6     	3     	8     	4     	8     	9     	5     	7     	6     	9     	10    	1     	
Vardas1157     Pavarde1157    9     	9     	5     	6     	3     	7     	1     	6     	10    	5     	7     	3     	8     	1     	1     	5     	
Vardas1158     Pavarde1158    8     	4     	9     	1     	7     	5     	6     	4     	8     	7     	7     	2     	2     	1     	10    	5     	
Vardas1159     Pavarde1159    2     	4     	2     	10    	8     	1     	7     	10    	7     	7     	7     	10    	1     	2     	7     	5     	
Vardas1160     Pavarde1160    2     	5     	6     	9     	8     	2     	5     	9     	1     	1     	7     	3     	2     	1     	6     	7     	
Vardas1161     Pavarde1161    4     	10    	10    	1     	4     	10    	1     	4     	9     	8     	4     	4     	4     	9     	4     	4     	
Vardas1162     Pavarde1162    3     	1     	4     	8     	2     	5     	3     	7     	10    	7     	2     	8     	3     	8     	5     	5     	
Vardas1163     Pavarde1163    5     	7     	1     	9     	6     	5     	7     	10    	4     	9     	9     	5     	5     	7     	7     	4     	
Vardas1164     Pavarde1164    3     	3     	7     	4     	7     	3     	7     	7     	9     	7     	8     	5     	8     	9     	9     	3     	
Vardas1165     Pavarde1165    2     	3     	5     	2     	1     	6     	7     	9     	5     	2     	3     	2     	8     	5     	1     	2     	
Vardas1166     Pavarde1166    10    	4     	6     	6     	3     	5     	6     	9     	9     	10    	10    	7     	8     	10    	7     	6     	
Vardas1167     Pavarde1167    8     	8     	5     	4     	9     	10    	7     	10    	8     	9     	7     	10    	3     	8     	10    	6     	
Vardas1168     Pavarde1168    8     	3     	7     	10    	3     	9     	3     	4     	8     	9     	1     	1     	4     	2     	3     	10    	
Vardas1169     Pavarde1169    4     	10    	3     	2     	6     	5     	4     	4     	5     	5     	2     	1     	5     	10    	3     	3     	
Vardas1170     Pavarde1170    7     	9     	8     	1     	2     	3     	9     	6     	5     	10    	2     	6     	1     	5     	8     	8     	
Vardas1171     Pavarde1171    5     	3     	2     	10    	4     	10    	4     	4     	9     	1     	9     	10    	7     	1     	1     	1     	
Vardas1172     Pavarde1172    6     	7     	8     	4     	1     	4     	10    	3     	3     	6     	3     	7     	10    	3     	6     	6     	
Vardas1173     Pavarde1173    3     	3     	1     	6     	1     	2     	10    	2     	1     	5     	2     	9     	10    	2     	6     	10    	
Vardas1174     Pavarde1174    6     	3     	4     	1     	1     	2     	1     	8     	4     	7     	9     	7     	1     	3     	10    	3     	
Vardas1175     Pavarde1175    3     	9     	2     	6     	10    	9     	4     	6     	7     	9     	6     	9     	2     	5     	10    	10    	
Vardas1176     Pavarde1176    1     	7     	8     	2     	5     	8     	10    	8     	5     	6     	10    	6     	10    	9     	10    	5     	
Vardas1177     Pavarde1177    5     	10    	10    	7     	8     	2     	9     	10    	2     	1     	2     	4     	8     	10    	5     	8     	
Vardas1178     Pavarde1178    3     	7     	2     	6     	8     	4     	6     	5     	5     	1     	4     	4     	5     	10    	3     	7     	
Vardas1179     Pavarde1179    3     	2     	10    	10    	7     	8     	10    	3     	4     	1     	5     	6     	1     	10    	2     	7     	
Vardas1180     Pavarde1180    2     	7     	6     	7     	1     	9     	4     	2     	6     	4     	7     	7     	9     	7     	1     	4     	
Vardas1181     Pavarde1181    3     	4     	10    	4     	4     	6     	7     	3     	10    	2     	10    	7     	3     	7     	6     	8     	
Vardas1182     Pavarde1182    8     	7     	9     	10    	2     	6     	5     	2     	6     	2     	2     	3     	9     	8     	8     	2     	
Vardas1183     Pavarde1183    4     	3     	6     	10    	2     	8     	4     	1     	10    	2     	1     	6     	1     	10    	6     	1     	
Vardas1184     Pavarde1184    8     	4     	4     	2     	7     	6     	7     	5     	8     	6     	5     	1     	6     	2     	1     	5     	
Vardas1185     Pavarde1185    10    	6     	5     	9     	9     	5     	9     	3     	7     	9     	10    	10    	8     	6     	4     	1     	
Vardas1186     Pavarde1186    9     	10    	4     	7     	1     	8     	10    	9     	4     	7     	6     	4     	3     	1     	5     	2     	
Vardas1187     Pavarde1187    4     	4     	9     	8     	9     	2     	1     	7     	6     	7     	7     	9     	7     	6     	1     	2     	
Vardas1188     Pavarde1188    7     	8     	1     	2     	6     	9     	4     	6     	6     	6     	5     	9     	6     	4     	1     	2     	
Vardas1189     Pavarde1189    1     	10    	3     	7     	1     	7     	3     	1     	3     	8     	3     	7     	6     	9     	4     	9     	
Vardas1190     Pavarde1190    2     	3     	2     	3     	2     	7     	2     	2     	4     	10    	5     	9     	4     	6     	2     	6     	
Vardas1191     Pavarde1191    10    	9     	7     	2     	3     	6     	10    	10    	8     	3     	1     	5     	6     	1     	5     	4     	
Vardas1192     Pavarde1192    7     	2     	2     	6     	6     	5     	4     	8     	8     	6     	4     	7     	4     	10    	7     	8     	
Vardas1193     Pavarde1193    6     	10    	7     	8     	8     	9     	9     	3     	6     	8     	2     	9     	2     	4     	9     	9     	
Vardas1194     Pavarde1194    8     	6     	3     	2     	9     	2     	7     	6     	5     	3     	7     	3     	4     	3     	3     	8     	
Vardas1195     Pavarde1195    2     	3     	8     	9     	7     	7     	10    	2     	6     	7     	5     	7     	8     	5     	2     	10    	
Vardas1196     Pavarde1196    5     	1     	2     	2     	5     	5     	8     	4     	4     	6     	7     	10    	5     	4     	10    	1     	
Vardas1197     Pavarde1197    4     	3     	5     	1     	7     	2     	1     	4     	7     	9     	2     	10    	8     	10    	4     	1     	
Vardas1198     Pavarde1198    7     	4     	9     	8     	5     	1     	6     	4     	10    	8     	9     	8     	4     	1     	9     	2     	
Vardas1199     Pavarde1199    3     	7     	4     	10    	4     	6     	10    	3     	9     	1     	10    	2     	5     	9     	2     	7     	
Vardas1200     Pavarde1200    8     	7     	9     	2     	6     	1     	5     	10    	1     	8     	1     	1     	10    	7     	3     	6     	
Vardas1201     Pavarde1201    9     	9     	4     	4     	7     	2     	10    	3     	5     	9     	7     	3     	3     	9     	1     	7     	
